ID,Time,Record,Type,Levels
76397,2019/11/23,14:07,0,74
76398,2019/11/23,14:22,0,87
76399,2019/11/23,14:37,0,106
76400,2019/11/23,14:52,0,107
76401,2019/11/23,15:07,0,102
76402,2019/11/23,15:22,0,100
76403,2019/11/23,15:37,0,92
76404,2019/11/23,15:52,0,90
76405,2019/11/23,16:07,0,99
76406,2019/11/23,16:22,0,104
76407,2019/11/23,16:37,0,107
76408,2019/11/23,16:52,0,99
76409,2019/11/23,17:07,0,74
76410,2019/11/23,17:22,0,65
76411,2019/11/23,17:37,0,77
76412,2019/11/23,17:52,0,95
76413,2019/11/23,18:07,0,103
76414,2019/11/23,18:22,0,97
76415,2019/11/23,18:37,0,78
76416,2019/11/23,18:52,0,70
76417,2019/11/23,19:07,0,81
76418,2019/11/23,19:22,0,98
76419,2019/11/23,19:37,0,107
76420,2019/11/23,19:52,0,99
76421,2019/11/23,20:07,0,87
76422,2019/11/23,20:22,0,85
76423,2019/11/23,20:37,0,84
76424,2019/11/23,20:52,0,84
76425,2019/11/23,21:07,0,78
76426,2019/11/23,21:22,0,69
76427,2019/11/23,21:37,0,70
76428,2019/11/23,21:52,0,71
76429,2019/11/23,22:07,0,70
76430,2019/11/23,22:22,0,73
76431,2019/11/23,22:37,0,85
76432,2019/11/23,22:52,0,100
76433,2019/11/23,23:07,0,103
76434,2019/11/23,23:22,0,94
76435,2019/11/23,23:37,0,86
76436,2019/11/23,23:52,0,86
76437,2019/11/24,00:07,0,100
76438,2019/11/24,00:22,0,118
76439,2019/11/24,00:37,0,125
76440,2019/11/24,00:52,0,116
76441,2019/11/24,01:07,0,100
76442,2019/11/24,01:22,0,94
76443,2019/11/24,01:37,0,104
76444,2019/11/24,01:52,0,109
76445,2019/11/24,02:07,0,102
76446,2019/11/24,02:22,0,93
76447,2019/11/24,02:37,0,85
76448,2019/11/24,02:52,0,77
76449,2019/11/24,03:07,0,76
76450,2019/11/24,03:22,0,87
76451,2019/11/24,03:37,0,85
76452,2019/11/24,03:52,0,74
76453,2019/11/24,04:07,0,69
76454,2019/11/24,04:22,0,70
76455,2019/11/24,04:37,0,71
76456,2019/11/24,04:52,0,70
76457,2019/11/24,05:07,0,65
76458,2019/11/24,05:22,0,66
76459,2019/11/24,05:37,0,67
76460,2019/11/24,05:52,0,63
76461,2019/11/24,06:07,0,58
76462,2019/11/24,06:22,0,57
76463,2019/11/24,06:37,0,59
76464,2019/11/24,06:52,0,60
76465,2019/11/24,07:07,0,63
76466,2019/11/24,07:22,0,59
76467,2019/11/24,07:37,0,53
76468,2019/11/24,07:52,0,52
76469,2019/11/24,08:07,0,68
76470,2019/11/24,08:22,0,81
76471,2019/11/24,08:37,0,69
76472,2019/11/24,08:52,0,62
76473,2019/11/24,09:07,0,63
76474,2019/11/24,09:22,0,61
76475,2019/11/24,09:37,0,61
76476,2019/11/24,09:52,0,73
76477,2019/11/24,10:07,0,107
76478,2019/11/24,10:22,0,124
76479,2019/11/24,10:37,0,118
76480,2019/11/24,10:52,0,104
76481,2019/11/24,11:07,0,86
76482,2019/11/24,11:22,0,70
76483,2019/11/24,11:37,0,68
76484,2019/11/24,11:52,0,86
76485,2019/11/24,12:07,0,102
76486,2019/11/24,12:22,0,95
76487,2019/11/24,12:37,0,81
76488,2019/11/24,12:52,0,74
76489,2019/11/24,13:07,0,72
76490,2019/11/24,13:22,0,74
76491,2019/11/24,13:37,0,75
76492,2019/11/24,13:52,0,74
76493,2019/11/24,14:07,0,76
76494,2019/11/24,14:22,0,82
76495,2019/11/24,14:37,0,77
76496,2019/11/24,14:52,0,66
76497,2019/11/24,15:07,0,67
76498,2019/11/24,15:22,0,81
76499,2019/11/24,15:37,0,98
76500,2019/11/24,15:52,0,106
76501,2019/11/24,16:07,0,102
76502,2019/11/24,16:22,0,96
76503,2019/11/24,16:37,0,92
76504,2019/11/24,16:52,0,99
76505,2019/11/24,17:07,0,108
76506,2019/11/24,17:22,0,118
76507,2019/11/24,17:37,0,122
76508,2019/11/24,17:52,0,109
76509,2019/11/24,18:07,0,105
76510,2019/11/24,18:22,0,103
76511,2019/11/24,18:37,0,90
76512,2019/11/24,18:52,0,83
76513,2019/11/24,19:07,0,89
76514,2019/11/24,19:22,0,88
76515,2019/11/24,19:37,0,90
76516,2019/11/24,19:52,0,100
76517,2019/11/24,20:07,0,101
76518,2019/11/24,20:22,0,87
76519,2019/11/24,20:37,0,73
76520,2019/11/24,20:52,0,71
76521,2019/11/24,21:07,0,71
76522,2019/11/24,21:22,0,72
76523,2019/11/24,21:37,0,81
76524,2019/11/24,21:52,0,82
76525,2019/11/24,22:07,0,82
76526,2019/11/24,22:22,0,92
76527,2019/11/24,22:37,0,109
76528,2019/11/24,22:52,0,121
76529,2019/11/24,23:07,0,118
76530,2019/11/24,23:22,0,109
76531,2019/11/24,23:37,0,98
76532,2019/11/24,23:52,0,87
76533,2019/11/25,00:07,0,88
76534,2019/11/25,00:22,0,96
76535,2019/11/25,00:37,0,107
76536,2019/11/25,00:52,0,110
76537,2019/11/25,01:07,0,106
76538,2019/11/25,01:22,0,103
76539,2019/11/25,01:37,0,102
76540,2019/11/25,01:52,0,107
76541,2019/11/25,02:07,0,108
76542,2019/11/25,02:22,0,100
76543,2019/11/25,02:37,0,91
76544,2019/11/25,02:52,0,87
76545,2019/11/25,03:07,0,86
76546,2019/11/25,03:22,0,77
76547,2019/11/25,03:37,0,74
76548,2019/11/25,03:52,0,78
76549,2019/11/25,04:07,0,82
76550,2019/11/25,04:22,0,80
76551,2019/11/25,04:37,0,81
76552,2019/11/25,04:52,0,81
76553,2019/11/25,05:07,0,73
76554,2019/11/25,05:22,0,70
76555,2019/11/25,05:37,0,70
76556,2019/11/25,05:52,0,68
76557,2019/11/25,06:07,0,70
76558,2019/11/25,06:22,0,77
76559,2019/11/25,06:37,0,78
76560,2019/11/25,06:52,0,75
76561,2019/11/25,07:07,0,71
76562,2019/11/25,07:22,0,71
76563,2019/11/25,07:37,0,68
76564,2019/11/25,07:52,0,64
76565,2019/11/25,08:07,0,63
76566,2019/11/25,08:22,0,62
76567,2019/11/25,08:37,0,60
76568,2019/11/25,08:52,0,68
76569,2019/11/25,09:07,0,84
76570,2019/11/25,09:22,0,88
76571,2019/11/25,09:37,0,78
76572,2019/11/25,09:52,0,73
76573,2019/11/25,10:07,0,86
76574,2019/11/25,10:22,0,92
76575,2019/11/25,10:37,0,100
76576,2019/11/25,10:52,0,103
76577,2019/11/25,11:07,0,97
76578,2019/11/25,11:22,0,89
76579,2019/11/25,11:37,0,78
76580,2019/11/25,11:52,0,75
76581,2019/11/25,12:07,0,78
76582,2019/11/25,12:22,0,75
76583,2019/11/25,12:37,0,70
76584,2019/11/25,12:52,0,68
76585,2019/11/25,13:07,0,70
76586,2019/11/25,13:22,0,68
76587,2019/11/25,13:37,0,63
76588,2019/11/25,13:52,0,66
76589,2019/11/25,14:07,0,80
76590,2019/11/25,14:22,0,98
76591,2019/11/25,14:37,0,110
76592,2019/11/25,14:52,0,107
76593,2019/11/25,15:07,0,101
76594,2019/11/25,15:22,0,101
76595,2019/11/25,15:37,0,99
76596,2019/11/25,15:52,0,94
76597,2019/11/25,16:07,0,99
76598,2019/11/25,16:22,0,103
76599,2019/11/25,16:37,0,99
76600,2019/11/25,16:52,0,92
76601,2019/11/25,17:07,0,92
76602,2019/11/25,17:22,0,104
76603,2019/11/25,17:37,0,110
76604,2019/11/25,17:52,0,104
76605,2019/11/25,18:07,0,101
76606,2019/11/25,18:22,0,101
76607,2019/11/25,18:37,0,97
76608,2019/11/25,18:52,0,100
76609,2019/11/25,19:07,0,110
76610,2019/11/25,19:22,0,109
76611,2019/11/25,19:37,0,98
76612,2019/11/25,19:52,0,93
76613,2019/11/25,20:07,0,91
76614,2019/11/25,20:22,0,83
76615,2019/11/25,20:37,0,77
76616,2019/11/25,20:52,0,82
76617,2019/11/25,21:07,0,90
76618,2019/11/25,21:22,0,96
76619,2019/11/25,21:37,0,99
76620,2019/11/25,21:52,0,101
76621,2019/11/25,22:07,0,96
76622,2019/11/25,22:22,0,87
76623,2019/11/25,22:37,0,92
76624,2019/11/25,22:52,0,107
76625,2019/11/25,23:07,0,106
76626,2019/11/25,23:22,0,98
76627,2019/11/25,23:37,0,99
76628,2019/11/25,23:52,0,102
76629,2019/11/26,00:07,0,102
76630,2019/11/26,00:22,0,105
76631,2019/11/26,00:37,0,108
76632,2019/11/26,00:52,0,107
76633,2019/11/26,01:07,0,100
76634,2019/11/26,01:22,0,94
76635,2019/11/26,01:37,0,91
76636,2019/11/26,01:52,0,89
76637,2019/11/26,02:07,0,92
76638,2019/11/26,02:22,0,89
76639,2019/11/26,02:37,0,72
76640,2019/11/26,02:52,0,74
76641,2019/11/26,03:07,0,81
76642,2019/11/26,03:22,0,72
76643,2019/11/26,03:37,0,68
76644,2019/11/26,03:52,0,70
76645,2019/11/26,04:07,0,70
76646,2019/11/26,04:22,0,69
76647,2019/11/26,04:37,0,70
76648,2019/11/26,04:52,0,69
76649,2019/11/26,05:07,0,68
76650,2019/11/26,05:22,0,70
76651,2019/11/26,05:37,0,71
76652,2019/11/26,05:52,0,67
76653,2019/11/26,06:07,0,66
76654,2019/11/26,06:22,0,66
76655,2019/11/26,06:37,0,69
76656,2019/11/26,06:52,0,69
76657,2019/11/26,07:07,0,61
76658,2019/11/26,07:22,0,59
76659,2019/11/26,07:37,0,66
76660,2019/11/26,07:52,0,70
76661,2019/11/26,08:07,0,69
76662,2019/11/26,08:22,0,67
76663,2019/11/26,08:37,0,71
76664,2019/11/26,08:52,0,71
76665,2019/11/26,09:07,0,72
76666,2019/11/26,09:22,0,88
76667,2019/11/26,09:37,0,104
76668,2019/11/26,09:52,0,110
76669,2019/11/26,10:07,0,108
76670,2019/11/26,10:22,0,93
76671,2019/11/26,10:37,0,87
76672,2019/11/26,10:52,0,97
76673,2019/11/26,11:07,0,109
76674,2019/11/26,11:22,0,115
76675,2019/11/26,11:37,0,110
76676,2019/11/26,11:52,0,103
76677,2019/11/26,12:07,0,95
76678,2019/11/26,12:22,0,88
76679,2019/11/26,12:37,0,92
76680,2019/11/26,12:52,0,96
76681,2019/11/26,13:07,0,90
76682,2019/11/26,13:22,0,83
76683,2019/11/26,13:37,0,78
76684,2019/11/26,13:52,0,70
76685,2019/11/26,14:07,0,76
76686,2019/11/26,14:22,0,88
76687,2019/11/26,14:37,0,84
76688,2019/11/26,14:52,0,79
76689,2019/11/26,15:07,0,81
76690,2019/11/26,15:22,0,83
76691,2019/11/26,15:37,0,81
76692,2019/11/26,15:52,0,75
76693,2019/11/26,16:07,0,74
76694,2019/11/26,16:22,0,81
76695,2019/11/26,16:37,0,85
76696,2019/11/26,16:52,0,88
76697,2019/11/26,17:07,0,93
76698,2019/11/26,17:22,0,94
76699,2019/11/26,17:37,0,94
76700,2019/11/26,17:52,0,93
76701,2019/11/26,18:07,0,90
76702,2019/11/26,18:22,0,93
76703,2019/11/26,18:37,0,101
76704,2019/11/26,18:52,0,100
76705,2019/11/26,19:07,0,88
76706,2019/11/26,19:22,0,79
76707,2019/11/26,19:37,0,75
76708,2019/11/26,19:52,0,78
76709,2019/11/26,20:07,0,80
76710,2019/11/26,20:22,0,73
76711,2019/11/26,20:37,0,71
76712,2019/11/26,20:52,0,74
76713,2019/11/26,21:07,0,65
76714,2019/11/26,21:22,0,63
76715,2019/11/26,21:37,0,78
76716,2019/11/26,21:52,0,98
76717,2019/11/26,22:07,0,116
76718,2019/11/26,22:22,0,132
76719,2019/11/26,22:37,0,115
76720,2019/11/26,22:52,0,99
76721,2019/11/26,23:07,0,104
76722,2019/11/26,23:22,0,112
76723,2019/11/26,23:37,0,117
76724,2019/11/26,23:52,0,119
76725,2019/11/27,00:07,0,121
76726,2019/11/27,00:22,0,120
76727,2019/11/27,00:37,0,121
76728,2019/11/27,00:52,0,113
76729,2019/11/27,01:07,0,103
76730,2019/11/27,01:22,0,102
76731,2019/11/27,01:37,0,104
76732,2019/11/27,01:52,0,106
76733,2019/11/27,02:07,0,96
76734,2019/11/27,02:22,0,80
76735,2019/11/27,02:37,0,79
76736,2019/11/27,02:52,0,84
76737,2019/11/27,03:07,0,84
76738,2019/11/27,03:22,0,79
76739,2019/11/27,03:37,0,75
76740,2019/11/27,03:52,0,71
76741,2019/11/27,04:07,0,68
76742,2019/11/27,04:22,0,66
76743,2019/11/27,04:37,0,66
76744,2019/11/27,04:52,0,65
76745,2019/11/27,05:07,0,65
76746,2019/11/27,05:22,0,65
76747,2019/11/27,05:37,0,66
76748,2019/11/27,05:52,0,62
76749,2019/11/27,06:07,0,57
76750,2019/11/27,06:22,0,56
76751,2019/11/27,06:37,0,61
76752,2019/11/27,06:52,0,61
76753,2019/11/27,07:07,0,55
76754,2019/11/27,07:22,0,54
76755,2019/11/27,07:37,0,59
76756,2019/11/27,07:52,0,63
76757,2019/11/27,08:07,0,61
76758,2019/11/27,08:22,0,57
76759,2019/11/27,08:37,0,56
76760,2019/11/27,08:52,0,59
76761,2019/11/27,09:07,0,78
76762,2019/11/27,09:22,0,96
76763,2019/11/27,09:37,0,95
76764,2019/11/27,09:52,0,88
76765,2019/11/27,10:07,0,91
76766,2019/11/27,10:22,0,91
76767,2019/11/27,10:37,0,96
76768,2019/11/27,10:52,0,103
76769,2019/11/27,11:07,0,102
76770,2019/11/27,11:22,0,98
76771,2019/11/27,11:37,0,89
76772,2019/11/27,11:52,0,78
76773,2019/11/27,12:07,0,75
76774,2019/11/27,12:22,0,76
76775,2019/11/27,12:37,0,76
76776,2019/11/27,12:52,0,71
76777,2019/11/27,13:07,0,65
76778,2019/11/27,13:22,0,73
76779,2019/11/27,13:37,0,86
76780,2019/11/27,13:52,0,87
76781,2019/11/27,14:07,0,97
76782,2019/11/27,14:22,0,115
76783,2019/11/27,14:37,0,120
76784,2019/11/27,14:52,0,115
76785,2019/11/27,15:07,0,111
76786,2019/11/27,15:22,0,107
76787,2019/11/27,15:37,0,102
76788,2019/11/27,15:52,0,101
76789,2019/11/27,16:07,0,108
76790,2019/11/27,16:22,0,117
76791,2019/11/27,16:37,0,116
76792,2019/11/27,16:52,0,104
76793,2019/11/27,17:07,0,102
76794,2019/11/27,17:22,0,106
76795,2019/11/27,17:37,0,97
76796,2019/11/27,17:52,0,88
76797,2019/11/27,18:07,0,90
76798,2019/11/27,18:22,0,91
76799,2019/11/27,18:37,0,93
76800,2019/11/27,18:52,0,96
76801,2019/11/27,19:07,0,101
76802,2019/11/27,19:22,0,103
76803,2019/11/27,19:37,0,90
76804,2019/11/27,19:52,0,84
76805,2019/11/27,20:07,0,85
76806,2019/11/27,20:22,0,75
76807,2019/11/27,20:37,0,69
76808,2019/11/27,20:52,0,73
76809,2019/11/27,21:07,0,80
76810,2019/11/27,21:22,0,95
76811,2019/11/27,21:37,0,111
76812,2019/11/27,21:52,0,121
76813,2019/11/27,22:07,0,129
76814,2019/11/27,22:22,0,135
76815,2019/11/27,22:37,0,126
76816,2019/11/27,22:52,0,123
76817,2019/11/27,23:07,0,127
76818,2019/11/27,23:22,0,120
76819,2019/11/27,23:37,0,110
76820,2019/11/27,23:52,0,118
76821,2019/11/28,00:07,0,127
76822,2019/11/28,00:22,0,125
76823,2019/11/28,00:37,0,126
76824,2019/11/28,00:52,0,123
76825,2019/11/28,01:07,0,119
76826,2019/11/28,01:22,0,116
76827,2019/11/28,01:37,0,115
76828,2019/11/28,01:52,0,110
76829,2019/11/28,02:07,0,96
76830,2019/11/28,02:22,0,90
76831,2019/11/28,02:37,0,96
76832,2019/11/28,02:52,0,105
76833,2019/11/28,03:07,0,103
76834,2019/11/28,03:22,0,90
76835,2019/11/28,03:37,0,83
76836,2019/11/28,03:52,0,80
76837,2019/11/28,04:07,0,73
76838,2019/11/28,04:22,0,71
76839,2019/11/28,04:37,0,73
76840,2019/11/28,04:52,0,71
76841,2019/11/28,05:07,0,72
76842,2019/11/28,05:22,0,73
76843,2019/11/28,05:37,0,71
76844,2019/11/28,05:52,0,71
76845,2019/11/28,06:07,0,70
76846,2019/11/28,06:22,0,68
76847,2019/11/28,06:37,0,69
76848,2019/11/28,06:52,0,69
76849,2019/11/28,07:07,0,70
76850,2019/11/28,07:22,0,77
76851,2019/11/28,07:37,0,80
76852,2019/11/28,07:52,0,71
76853,2019/11/28,08:07,0,65
76854,2019/11/28,08:22,0,69
76855,2019/11/28,08:37,0,68
76856,2019/11/28,08:52,0,66
76857,2019/11/28,09:07,0,67
76858,2019/11/28,09:22,0,76
76859,2019/11/28,09:37,0,96
76860,2019/11/28,09:52,0,101
76861,2019/11/28,10:07,0,79
76862,2019/11/28,10:22,0,74
76863,2019/11/28,10:37,0,84
76864,2019/11/28,10:52,0,99
76865,2019/11/28,11:07,0,107
76866,2019/11/28,11:22,0,98
76867,2019/11/28,11:37,0,87
76868,2019/11/28,11:52,0,81
76869,2019/11/28,12:07,0,79
76870,2019/11/28,12:22,0,77
76871,2019/11/28,12:37,0,75
76872,2019/11/28,12:52,0,72
76873,2019/11/28,13:07,0,67
76874,2019/11/28,13:22,0,61
76875,2019/11/28,13:37,0,59
76876,2019/11/28,13:52,0,69
76877,2019/11/28,14:07,0,83
76878,2019/11/28,14:22,0,84
76879,2019/11/28,14:37,0,97
76880,2019/11/28,14:52,0,111
76881,2019/11/28,15:07,0,106
76882,2019/11/28,15:22,0,100
76883,2019/11/28,15:37,0,92
76884,2019/11/28,15:52,0,87
76885,2019/11/28,16:07,0,100
76886,2019/11/28,16:22,0,114
76887,2019/11/28,16:37,0,114
76888,2019/11/28,16:52,0,102
76889,2019/11/28,17:07,0,91
76890,2019/11/28,17:22,0,87
76891,2019/11/28,17:37,0,87
76892,2019/11/28,17:52,0,97
76893,2019/11/28,18:07,0,107
76894,2019/11/28,18:22,0,111
76895,2019/11/28,18:37,0,107
76896,2019/11/28,18:52,0,111
76897,2019/11/28,19:07,0,124
76898,2019/11/28,19:22,0,125
76899,2019/11/28,19:37,0,111
76900,2019/11/28,19:52,0,99
76901,2019/11/28,20:07,0,96
76902,2019/11/28,20:22,0,91
76903,2019/11/28,20:37,0,86
76904,2019/11/28,20:52,0,86
76905,2019/11/28,21:07,0,96
76906,2019/11/28,21:22,0,111
76907,2019/11/28,21:37,0,118
76908,2019/11/28,21:52,0,119
76909,2019/11/28,22:07,0,113
76910,2019/11/28,22:22,0,116
76911,2019/11/28,22:37,0,126
76912,2019/11/28,22:52,0,125
76913,2019/11/28,23:07,0,129
76914,2019/11/28,23:22,0,132
76915,2019/11/28,23:37,0,124
76916,2019/11/28,23:52,0,117
76917,2019/11/29,00:07,0,117
76918,2019/11/29,00:22,0,112
76919,2019/11/29,00:37,0,103
76920,2019/11/29,00:52,0,95
76921,2019/11/29,01:07,0,97
76922,2019/11/29,01:22,0,96
76923,2019/11/29,01:37,0,91
76924,2019/11/29,01:52,0,84
76925,2019/11/29,02:07,0,78
76926,2019/11/29,02:22,0,78
76927,2019/11/29,02:37,0,77
76928,2019/11/29,02:52,0,69
76929,2019/11/29,03:07,0,69
76930,2019/11/29,03:22,0,73
76931,2019/11/29,03:37,0,80
76932,2019/11/29,03:52,0,79
76933,2019/11/29,04:07,0,70
76934,2019/11/29,04:22,0,73
76935,2019/11/29,04:37,0,74
76936,2019/11/29,04:52,0,64
76937,2019/11/29,05:07,0,63
76938,2019/11/29,05:22,0,66
76939,2019/11/29,05:37,0,66
76940,2019/11/29,05:52,0,70
76941,2019/11/29,06:07,0,73
76942,2019/11/29,06:22,0,65
76943,2019/11/29,06:37,0,62
76944,2019/11/29,06:52,0,66
76945,2019/11/29,07:07,0,66
76946,2019/11/29,07:22,0,65
76947,2019/11/29,07:37,0,65
76948,2019/11/29,07:52,0,68
76949,2019/11/29,08:07,0,71
76950,2019/11/29,08:22,0,69
76951,2019/11/29,08:37,0,64
76952,2019/11/29,08:52,0,64
76953,2019/11/29,09:07,0,64
76954,2019/11/29,09:22,0,67
76955,2019/11/29,09:37,0,75
76956,2019/11/29,09:52,0,73
76957,2019/11/29,10:07,0,74
76958,2019/11/29,10:22,0,76
76959,2019/11/29,10:37,0,74
76960,2019/11/29,10:52,0,72
76961,2019/11/29,11:07,0,72
76962,2019/11/29,11:22,0,72
