"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 02, 2016","583.16","583.81","590.33","577.43","7.63M","0.19%"
"Feb 01, 2016","582.07","580.41","585.32","576.24","4.25M","0.73%"
"Jan 29, 2016","577.88","564.54","580.41","561.36","10.23M","3.12%"
"Jan 28, 2016","560.37","563.54","566.82","558.68","7.79M","-0.78%"
"Jan 27, 2016","564.78","568.73","570.29","563.05","6.97M","0.07%"
"Jan 25, 2016","564.36","565.65","568.93","557.86","4.58M","0.12%"
"Jan 22, 2016","563.67","569.55","571.73","561.06","6.44M","-0.07%"
"Jan 21, 2016","564.07","563.05","566.77","556.60","6.74M","1.41%"
"Jan 20, 2016","556.23","562.55","575.45","554.12","7.51M","-1.61%"
"Jan 19, 2016","565.36","563.05","574.93","559.85","7.50M","0.69%"
"Jan 18, 2016","561.51","565.48","576.49","559.75","10.07M","-0.70%"
"Jan 15, 2016","565.48","569.50","577.43","564.31","13.04M","0.61%"
"Jan 14, 2016","562.06","528.82","572.97","523.04","30.23M","4.58%"
"Jan 13, 2016","537.45","524.35","541.22","519.94","8.75M","3.19%"
"Jan 12, 2016","520.86","526.83","527.31","511.38","6.57M","-0.54%"
"Jan 11, 2016","523.71","524.01","530.78","521.92","5.36M","-0.71%"
"Jan 08, 2016","527.48","526.59","529.51","523.61","3.16M","1.19%"
"Jan 07, 2016","521.28","525.87","529.76","519.84","5.29M","-1.73%"
"Jan 06, 2016","530.48","533.11","533.11","525.30","5.59M","-0.44%"
"Jan 05, 2016","532.81","538.49","538.49","526.96","4.95M","-0.45%"
"Jan 04, 2016","535.22","545.66","546.90","533.80","3.98M","-2.38%"
"Jan 01, 2016","548.29","545.69","550.13","542.31","1.81M","-0.01%"
"Dec 31, 2015","548.36","540.80","550.62","539.24","7.94M","1.76%"
"Dec 30, 2015","538.89","546.23","548.96","537.25","5.15M","-1.67%"
"Dec 29, 2015","548.02","546.31","550.65","544.35","3.35M","-0.00%"
"Dec 28, 2015","548.04","540.73","550.65","540.73","5.53M","0.76%"
"Dec 24, 2015","543.88","546.70","547.89","540.77","1.23M","-0.41%"
"Dec 23, 2015","546.11","543.23","546.93","539.26","2.87M","1.58%"
"Dec 22, 2015","537.62","544.42","544.42","535.81","4.11M","-1.79%"
"Dec 21, 2015","547.40","534.28","549.36","528.79","4.33M","1.87%"
"Dec 18, 2015","537.33","547.37","547.37","535.49","7.22M","-2.16%"
"Dec 17, 2015","549.21","545.69","550.55","539.73","4.96M","1.03%"
"Dec 16, 2015","543.63","537.45","544.69","537.45","5.50M","1.70%"
"Dec 15, 2015","534.55","532.42","535.32","525.25","5.43M","0.75%"
"Dec 14, 2015","530.56","520.63","532.37","519.91","4.82M","1.59%"
"Dec 11, 2015","522.27","522.87","526.79","518.85","5.39M","0.52%"
"Dec 10, 2015","519.57","514.23","521.68","511.11","5.59M","1.86%"
"Dec 09, 2015","510.07","517.41","519.37","507.26","6.82M","-1.55%"
"Dec 08, 2015","518.10","518.43","527.21","515.57","5.72M","-0.18%"
"Dec 07, 2015","519.02","523.51","525.35","515.92","4.51M","-0.27%"
"Dec 04, 2015","520.41","520.39","528.27","515.97","8.38M","-0.82%"
"Dec 03, 2015","524.73","526.34","528.22","520.41","5.50M","-0.28%"
"Dec 02, 2015","526.19","535.74","535.74","525.35","6.40M","-1.70%"
"Dec 01, 2015","535.27","539.73","543.21","532.27","5.90M","-0.82%"
"Nov 30, 2015","539.68","530.80","544.84","523.96","18.11M","2.02%"
"Nov 27, 2015","528.99","524.85","530.80","518.40","5.14M","1.33%"
"Nov 26, 2015","522.07","516.39","525.59","515.95","9.85M","1.08%"
"Nov 24, 2015","516.49","520.88","521.28","514.43","4.33M","-1.19%"
"Nov 23, 2015","522.72","520.88","527.03","514.93","5.62M","0.12%"
"Nov 20, 2015","522.07","519.89","527.43","516.94","6.08M","0.44%"
"Nov 19, 2015","519.79","511.08","521.87","507.88","8.54M","2.73%"
"Nov 18, 2015","506.00","516.42","518.48","501.66","10.13M","-3.91%"
"Nov 17, 2015","526.59","535.76","537.20","521.87","7.18M","-1.73%"
"Nov 16, 2015","535.86","537.57","542.71","529.41","6.81M","-1.87%"
"Nov 13, 2015","546.08","545.66","548.66","540.73","3.52M","-0.62%"
"Nov 11, 2015","549.46","554.62","554.62","547.17","707.30K","0.34%"
"Nov 10, 2015","547.60","559.33","559.33","545.74","4.68M","-2.71%"
"Nov 09, 2015","562.85","555.61","565.53","553.23","6.13M","-0.33%"
"Nov 06, 2015","564.69","557.10","567.46","557.05","3.03M","1.37%"
"Nov 05, 2015","557.05","566.99","568.01","555.31","2.35M","-1.22%"
"Nov 04, 2015","563.94","570.54","574.26","561.71","3.21M","-0.76%"
"Nov 03, 2015","568.26","562.25","570.71","562.25","3.61M","1.27%"
"Nov 02, 2015","561.16","560.57","563.45","552.68","3.54M","-0.37%"
"Oct 30, 2015","563.27","568.01","568.01","560.57","4.04M","-0.84%"
"Oct 29, 2015","568.03","572.03","573.42","563.57","5.89M","-0.71%"
"Oct 28, 2015","572.08","567.76","574.46","565.03","5.26M","0.33%"
"Oct 27, 2015","570.19","570.49","572.97","567.56","5.26M","-0.24%"
"Oct 26, 2015","571.56","572.47","574.71","567.09","3.20M","0.20%"
"Oct 23, 2015","570.44","566.42","571.98","558.14","6.03M","1.01%"
"Oct 21, 2015","564.74","558.09","568.93","558.09","7.28M","1.11%"
"Oct 20, 2015","558.56","552.13","560.57","550.94","8.79M","1.26%"
"Oct 19, 2015","551.61","546.68","553.62","545.93","7.35M","1.56%"
"Oct 16, 2015","543.16","545.19","546.38","540.73","6.42M","-0.22%"
"Oct 15, 2015","544.37","545.64","547.84","540.28","8.26M","-0.02%"
"Oct 14, 2015","544.50","541.44","553.40","539.34","8.87M","-0.16%"
"Oct 13, 2015","545.39","549.38","551.14","538.34","15.33M","-2.09%"
"Oct 12, 2015","557.05","594.80","605.12","550.15","30.40M","-3.81%"
"Oct 09, 2015","579.12","563.54","581.85","563.54","11.78M","3.11%"
"Oct 08, 2015","561.63","563.74","570.29","558.61","9.08M","-0.09%"
"Oct 07, 2015","562.16","573.47","579.79","559.80","9.18M","-1.85%"
"Oct 06, 2015","572.77","588.87","591.60","569.55","8.71M","-2.30%"
"Oct 05, 2015","586.24","581.90","590.01","576.44","6.88M","0.74%"
"Oct 01, 2015","581.92","580.36","594.18","575.45","10.86M","0.95%"
"Sep 30, 2015","576.42","562.75","579.89","558.56","9.50M","3.57%"
"Sep 29, 2015","556.53","546.68","562.25","544.45","8.70M","1.48%"
"Sep 28, 2015","548.44","565.50","566.94","546.18","9.79M","-3.07%"
"Sep 24, 2015","565.80","552.38","571.83","550.65","13.40M","2.18%"
"Sep 23, 2015","553.75","549.38","558.76","544.42","4.76M","0.80%"
"Sep 22, 2015","549.38","553.13","563.52","546.23","9.63M","0.25%"
"Sep 21, 2015","547.99","545.69","550.08","541.97","4.35M","0.02%"
"Sep 18, 2015","547.89","551.54","554.57","545.21","11.58M","0.25%"
"Sep 16, 2015","546.50","549.65","550.52","544.84","7.48M","0.22%"
"Sep 15, 2015","545.29","545.39","547.27","539.81","5.29M","-0.05%"
"Sep 14, 2015","545.56","545.19","547.67","537.08","6.56M","0.82%"
"Sep 11, 2015","541.10","541.49","548.86","538.49","9.88M","0.95%"
"Sep 10, 2015","535.99","538.20","541.47","526.34","8.36M","-0.76%"
"Sep 09, 2015","540.08","539.29","545.49","531.80","9.15M","2.82%"
"Sep 08, 2015","525.25","526.83","532.79","522.02","5.46M","0.01%"
"Sep 07, 2015","525.22","538.22","538.24","523.36","5.18M","-1.42%"
"Sep 04, 2015","532.76","547.17","551.14","529.32","7.32M","-2.31%"
"Sep 03, 2015","545.36","550.72","551.64","541.97","8.59M","-0.01%"
"Sep 02, 2015","545.41","544.69","553.13","540.73","11.17M","0.96%"
"Sep 01, 2015","540.23","540.73","552.93","536.76","9.07M","-0.49%"
"Aug 31, 2015","542.91","562.97","562.97","537.00","9.92M","-1.50%"
"Aug 28, 2015","551.17","546.48","558.04","546.48","7.21M","2.61%"
"Aug 27, 2015","537.15","539.73","545.74","534.80","15.34M","1.71%"
"Aug 26, 2015","528.12","540.63","544.20","525.35","11.50M","-1.94%"
"Aug 25, 2015","538.57","545.69","555.11","518.15","13.74M","-0.59%"
"Aug 24, 2015","541.74","550.62","557.10","535.07","14.12M","-5.03%"
"Aug 21, 2015","570.44","565.98","575.92","554.37","10.82M","1.35%"
"Aug 20, 2015","562.83","574.95","579.67","559.58","8.37M","-3.49%"
"Aug 19, 2015","583.16","580.41","588.45","576.84","6.87M","0.96%"
"Aug 18, 2015","577.61","570.49","584.23","570.49","4.15M","1.94%"
"Aug 17, 2015","566.60","570.49","572.20","556.85","3.11M","-0.62%"
"Aug 14, 2015","570.12","577.93","579.77","567.07","5.11M","-0.76%"
"Aug 13, 2015","574.46","569.00","578.85","523.64","9.79M","1.19%"
"Aug 12, 2015","567.71","553.13","569.99","551.14","10.17M","3.18%"
"Aug 11, 2015","550.22","545.09","554.07","543.55","7.57M","2.13%"
"Aug 10, 2015","538.74","544.69","548.84","529.32","3.99M","-0.88%"
"Aug 07, 2015","543.50","535.52","546.18","535.02","4.99M","0.80%"
"Aug 06, 2015","539.21","542.71","548.41","534.28","7.24M","0.06%"
"Aug 05, 2015","538.91","526.83","540.73","526.81","4.75M","2.75%"
"Aug 04, 2015","524.48","534.77","535.24","521.38","9.10M","-2.01%"
"Aug 03, 2015","535.24","534.77","541.72","530.28","7.96M","0.18%"
"Jul 31, 2015","534.30","535.04","536.43","525.84","7.93M","0.66%"
"Jul 30, 2015","530.80","540.73","540.73","524.85","11.96M","-1.42%"
"Jul 29, 2015","538.44","532.79","541.72","528.32","7.07M","2.12%"
"Jul 28, 2015","527.26","530.06","533.78","522.99","8.48M","-0.23%"
"Jul 27, 2015","528.47","539.19","539.71","526.07","6.75M","-2.05%"
"Jul 24, 2015","539.53","543.48","548.89","537.30","4.48M","-0.95%"
"Jul 23, 2015","544.69","547.65","554.12","540.73","7.71M","-0.47%"
"Jul 22, 2015","547.25","548.17","551.64","534.10","12.67M","-0.85%"
"Jul 21, 2015","551.96","513.44","569.99","513.44","38.31M","11.13%"
"Jul 20, 2015","496.70","496.77","501.44","489.83","4.38M","-0.06%"
"Jul 17, 2015","497.00","491.61","498.31","490.67","3.45M","1.29%"
"Jul 16, 2015","490.65","489.98","491.86","485.91","3.47M","0.51%"
"Jul 15, 2015","488.14","481.20","489.11","480.20","4.13M","1.31%"
"Jul 14, 2015","481.82","473.75","482.93","469.04","5.37M","2.22%"
"Jul 13, 2015","471.35","466.81","473.75","463.36","6.53M","1.35%"
"Jul 10, 2015","465.07","470.33","472.32","462.67","7.41M","-0.05%"
"Jul 09, 2015","465.32","474.99","479.21","463.36","8.59M","-2.04%"
"Jul 08, 2015","474.99","485.66","485.66","473.66","7.02M","-2.35%"
"Jul 07, 2015","486.40","488.64","491.12","485.66","3.50M","-0.28%"
"Jul 06, 2015","487.79","488.64","490.13","483.68","4.31M","-0.71%"
"Jul 03, 2015","491.27","490.13","492.61","487.15","2.70M","0.23%"
"Jul 02, 2015","490.13","495.58","496.77","488.66","4.01M","-0.94%"
"Jul 01, 2015","494.79","490.62","498.56","489.13","6.88M","1.33%"
"Jun 30, 2015","488.31","491.12","492.83","486.16","6.21M","-0.59%"
"Jun 29, 2015","491.19","489.63","495.83","487.40","5.69M","-1.50%"
"Jun 26, 2015","498.68","495.58","501.83","495.14","5.32M","1.49%"
"Jun 25, 2015","491.34","495.68","497.81","489.95","7.12M","-0.47%"
"Jun 24, 2015","493.65","503.52","503.52","491.71","7.07M","-0.53%"
"Jun 23, 2015","496.28","508.48","509.67","495.16","6.95M","-2.29%"
"Jun 22, 2015","507.91","498.51","510.34","494.59","5.71M","2.86%"
"Jun 19, 2015","493.77","501.19","501.24","492.66","6.67M","-0.66%"
"Jun 18, 2015","497.05","498.86","500.02","493.99","3.47M","0.63%"
"Jun 17, 2015","493.94","501.53","506.50","492.21","6.41M","-0.37%"
"Jun 16, 2015","495.76","493.28","497.57","488.64","5.22M","0.90%"
"Jun 15, 2015","491.34","484.64","495.48","480.20","5.24M","0.30%"
"Jun 12, 2015","489.89","497.32","502.42","485.04","9.85M","-1.13%"
"Jun 11, 2015","495.50","505.00","507.18","494.85","9.23M","-1.42%"
"Jun 10, 2015","502.65","493.60","505.84","492.36","6.39M","1.73%"
"Jun 09, 2015","494.12","497.01","497.98","491.86","7.56M","-0.40%"
"Jun 08, 2015","496.09","501.04","502.19","492.85","6.14M","-0.58%"
"Jun 05, 2015","498.97","503.52","506.99","498.10","6.13M","-0.81%"
"Jun 04, 2015","503.04","503.52","509.72","499.20","7.49M","0.36%"
"Jun 03, 2015","501.26","500.59","505.86","498.06","5.50M","0.61%"
"Jun 02, 2015","498.22","508.01","509.74","497.32","4.67M","-1.91%"
"Jun 01, 2015","507.93","504.21","511.95","501.84","5.72M","1.22%"
"May 29, 2015","501.82","497.28","510.08","496.33","18.99M","0.32%"
"May 28, 2015","500.20","489.93","504.02","489.93","10.98M","2.45%"
"May 27, 2015","488.26","497.81","498.31","484.92","8.45M","-1.93%"
"May 26, 2015","497.89","501.04","503.88","496.61","3.97M","-0.47%"
"May 25, 2015","500.25","508.60","510.10","497.83","4.68M","-1.45%"
"May 22, 2015","507.60","506.99","508.86","503.54","6.89M","-0.10%"
"May 21, 2015","508.10","508.21","511.43","505.32","10.06M","0.06%"
"May 20, 2015","507.81","506.00","508.98","504.41","5.88M","1.23%"
"May 19, 2015","501.62","492.93","504.93","492.61","10.27M","1.47%"
"May 18, 2015","494.35","488.64","495.81","486.55","6.47M","1.59%"
"May 15, 2015","486.59","479.96","487.79","479.29","5.19M","1.39%"
"May 14, 2015","479.91","486.16","486.35","473.26","6.23M","-1.12%"
"May 13, 2015","485.34","484.11","487.37","478.34","7.10M","0.49%"
"May 12, 2015","482.96","494.50","494.74","481.69","8.28M","-2.33%"
"May 11, 2015","494.50","487.40","496.08","484.22","4.79M","1.82%"
"May 08, 2015","485.65","485.66","488.03","482.50","5.78M","0.72%"
"May 07, 2015","482.19","476.73","487.92","473.75","6.78M","1.14%"
"May 06, 2015","476.74","489.88","489.88","475.07","10.51M","-2.07%"
"May 05, 2015","486.84","496.08","497.00","484.18","9.41M","-1.52%"
"May 04, 2015","494.37","486.03","496.08","483.65","13.36M","2.62%"
"Apr 30, 2015","481.75","486.16","487.40","479.29","13.13M","-0.96%"
"Apr 29, 2015","486.44","486.38","489.13","480.69","8.29M","0.01%"
"Apr 28, 2015","486.38","491.61","491.61","484.17","10.39M","-1.20%"
"Apr 27, 2015","492.27","496.08","496.57","483.20","19.82M","-0.53%"
"Apr 24, 2015","494.89","529.79","533.33","491.12","43.57M","-5.98%"
"Apr 23, 2015","526.34","532.96","533.28","523.86","11.89M","-0.73%"
"Apr 22, 2015","530.23","533.54","534.52","520.37","12.35M","-0.23%"
"Apr 21, 2015","531.45","532.79","534.55","525.87","8.88M","0.49%"
"Apr 20, 2015","528.86","539.73","540.73","524.64","12.83M","-2.16%"
"Apr 17, 2015","540.54","540.74","544.43","534.14","6.45M","-0.70%"
"Apr 16, 2015","544.36","551.14","553.38","535.89","9.01M","-0.86%"
"Apr 15, 2015","549.08","554.74","556.85","544.46","6.24M","-1.12%"
"Apr 13, 2015","555.31","555.11","556.60","549.68","4.87M","0.22%"
"Apr 10, 2015","554.11","548.22","555.11","548.22","7.12M","0.86%"
"Apr 09, 2015","549.41","548.51","550.37","541.82","10.58M","0.66%"
"Apr 08, 2015","545.82","541.35","546.90","539.00","10.19M","1.90%"
"Apr 07, 2015","535.64","539.48","541.42","530.31","8.54M","-0.86%"
"Apr 06, 2015","540.28","540.48","541.89","535.86","7.74M","0.20%"
"Apr 01, 2015","539.22","545.41","545.56","535.19","6.74M","-2.00%"
"Mar 31, 2015","550.24","556.85","563.95","546.76","8.02M","-0.43%"
"Mar 30, 2015","552.63","547.07","555.61","544.42","4.62M","1.17%"
"Mar 27, 2015","546.22","536.76","551.81","536.51","10.07M","2.60%"
"Mar 26, 2015","532.38","547.67","549.38","528.82","15.74M","-3.28%"
"Mar 25, 2015","550.42","551.37","552.92","545.87","6.17M","0.34%"
"Mar 24, 2015","548.53","554.34","558.93","547.17","6.74M","-0.98%"
"Mar 23, 2015","553.98","558.83","564.29","552.01","5.08M","-1.06%"
"Mar 20, 2015","559.94","555.86","562.78","553.86","6.43M","1.21%"
"Mar 19, 2015","553.24","554.27","557.84","551.33","6.89M","0.04%"
"Mar 18, 2015","553.00","559.20","561.28","551.28","4.91M","-0.49%"
"Mar 17, 2015","555.73","562.22","565.40","549.96","5.54M","-1.15%"
"Mar 16, 2015","562.22","548.30","566.02","548.30","6.82M","2.08%"
"Mar 13, 2015","550.75","551.89","553.13","543.80","6.18M","0.10%"
"Mar 12, 2015","550.22","540.48","552.25","539.98","5.69M","1.65%"
"Mar 11, 2015","541.27","544.22","555.61","538.02","6.78M","-0.72%"
"Mar 10, 2015","545.19","545.21","547.41","535.81","6.33M","0.36%"
"Mar 09, 2015","543.22","560.32","560.32","540.48","7.98M","-2.56%"
"Mar 05, 2015","557.49","562.32","570.18","553.96","5.68M","-1.19%"
"Mar 04, 2015","564.20","570.49","573.94","558.56","4.38M","-1.01%"
"Mar 03, 2015","569.96","568.01","571.22","565.11","4.91M","0.27%"
"Mar 02, 2015","568.43","571.23","572.60","565.05","7.04M","-0.21%"
"Feb 28, 2015","569.61","564.23","572.45","559.63","3.20M","1.36%"
"Feb 27, 2015","561.99","564.26","565.69","558.46","7.80M","0.34%"
"Feb 26, 2015","560.10","572.35","572.72","556.95","6.45M","-2.57%"
"Feb 25, 2015","574.86","567.74","579.12","565.53","6.04M","1.97%"
"Feb 24, 2015","563.74","565.28","569.49","559.97","6.44M","0.32%"
"Feb 23, 2015","561.96","570.49","572.77","557.62","5.09M","-0.77%"
"Feb 20, 2015","566.30","577.56","579.42","564.76","6.97M","-1.79%"
"Feb 19, 2015","576.62","569.00","578.92","568.52","9.67M","1.23%"
"Feb 18, 2015","569.62","568.15","571.72","560.11","8.61M","0.78%"
"Feb 16, 2015","565.22","565.60","572.20","561.87","6.24M","-0.76%"
"Feb 13, 2015","569.52","570.39","577.11","567.02","5.66M","-0.65%"
"Feb 12, 2015","573.27","566.27","575.93","563.79","6.29M","1.15%"
"Feb 11, 2015","566.73","565.65","568.80","559.64","5.80M","0.29%"
"Feb 10, 2015","565.11","556.35","569.99","555.86","8.52M","1.31%"
"Feb 09, 2015","557.81","545.69","559.08","545.69","6.54M","0.82%"
"Feb 06, 2015","553.25","546.93","557.54","542.83","7.45M","1.67%"
"Feb 05, 2015","544.15","533.48","550.65","532.79","11.88M","2.38%"
"Feb 04, 2015","531.51","530.78","533.28","527.43","5.16M","1.03%"
"Feb 03, 2015","526.07","530.02","530.79","521.38","5.27M","-0.75%"
"Feb 02, 2015","530.02","531.18","533.78","527.34","8.70M","-0.24%"
"Jan 30, 2015","531.27","536.14","536.40","527.57","10.83M","-0.17%"
"Jan 29, 2015","532.17","532.04","533.26","527.73","15.37M","0.05%"
"Jan 28, 2015","531.93","533.28","534.47","528.40","13.13M","0.38%"
"Jan 27, 2015","529.94","550.89","550.89","528.35","13.74M","-3.55%"
"Jan 23, 2015","549.42","545.69","551.89","537.03","9.49M","0.85%"
"Jan 22, 2015","544.81","539.44","546.43","536.09","9.96M","1.22%"
"Jan 21, 2015","538.22","528.70","539.72","525.35","8.49M","2.15%"
"Jan 20, 2015","526.88","522.62","529.07","521.24","6.80M","1.03%"
"Jan 19, 2015","521.50","525.84","528.91","519.54","4.09M","-0.75%"
"Jan 16, 2015","525.42","532.79","535.76","523.86","6.69M","-0.75%"
"Jan 15, 2015","529.38","529.61","533.98","523.92","8.34M","0.26%"
"Jan 14, 2015","527.99","520.51","529.07","519.05","9.92M","1.90%"
"Jan 13, 2015","518.13","522.82","522.82","514.68","8.80M","-1.28%"
"Jan 12, 2015","524.84","518.90","525.64","514.68","12.76M","2.00%"
"Jan 09, 2015","514.54","491.14","523.11","474.51","44.86M","5.12%"
"Jan 08, 2015","489.49","492.51","495.33","483.68","13.56M","0.50%"
"Jan 07, 2015","487.04","487.40","489.82","483.68","7.25M","0.48%"
"Jan 06, 2015","484.72","491.12","492.36","479.73","9.67M","-2.09%"
"Jan 05, 2015","495.06","498.53","503.52","490.50","9.94M","-0.86%"
"Jan 02, 2015","499.35","489.13","500.80","489.13","6.78M","1.96%"
"Jan 01, 2015","489.73","488.38","491.61","485.39","2.00M","0.09%"
"Dec 31, 2014","489.27","484.92","490.86","483.68","6.97M","0.32%"
"Dec 30, 2014","487.73","486.71","489.88","485.36","4.64M","0.44%"
"Dec 29, 2014","485.61","485.18","489.33","484.30","2.79M","0.28%"
"Dec 26, 2014","484.23","482.46","486.33","478.95","2.27M","1.12%"
"Dec 24, 2014","478.85","490.13","492.85","475.01","27.34M","-2.09%"
"Dec 23, 2014","489.05","496.29","501.51","487.05","8.20M","-1.40%"
"Dec 22, 2014","495.98","497.57","498.58","489.96","10.47M","0.05%"
"Dec 19, 2014","495.74","495.48","498.06","492.61","14.29M","1.67%"
"Dec 18, 2014","487.62","484.67","491.56","482.37","19.95M","1.41%"
"Dec 17, 2014","480.82","480.20","485.04","470.36","17.85M","0.02%"
"Dec 16, 2014","480.70","477.65","484.07","477.65","17.79M","0.68%"
"Dec 15, 2014","477.43","472.50","485.47","472.49","12.97M","-0.71%"
"Dec 12, 2014","480.86","480.96","486.26","475.76","14.57M","0.92%"
"Dec 11, 2014","476.50","483.92","484.66","474.99","8.29M","-2.17%"
"Dec 10, 2014","487.09","487.64","492.36","485.93","7.80M","-0.05%"
"Dec 09, 2014","487.35","491.80","492.61","484.28","10.05M","-0.27%"
"Dec 08, 2014","488.67","498.31","500.79","485.60","166.32M","-4.84%"
"Dec 05, 2014","513.52","524.60","525.00","510.91","7.36M","-1.50%"
"Dec 04, 2014","521.33","523.36","532.02","519.64","9.40M","-1.02%"
"Dec 03, 2014","526.71","521.25","529.05","517.05","12.78M","-0.15%"
"Dec 02, 2014","527.48","536.99","536.99","524.60","10.65M","-2.22%"
"Dec 01, 2014","539.47","544.07","545.96","532.37","18.34M","-0.23%"
"Nov 28, 2014","540.71","541.98","545.44","538.67","14.35M","-0.14%"
"Nov 27, 2014","541.46","536.00","542.76","534.77","17.39M","1.52%"
"Nov 26, 2014","533.34","533.28","535.48","529.76","7.93M","-0.06%"
"Nov 25, 2014","533.68","532.66","535.76","526.59","14.89M","0.66%"
"Nov 24, 2014","530.20","520.88","531.01","519.88","11.05M","3.11%"
"Nov 21, 2014","514.20","517.16","518.28","508.68","10.46M","-1.88%"
"Nov 20, 2014","524.06","519.64","524.91","518.88","5.35M","1.25%"
"Nov 19, 2014","517.58","518.40","519.64","513.41","5.20M","-0.21%"
"Nov 18, 2014","518.69","523.98","524.33","517.42","5.27M","-0.86%"
"Nov 17, 2014","523.17","519.02","524.34","514.45","5.46M","0.64%"
"Nov 14, 2014","519.85","520.14","522.30","517.66","5.23M","0.31%"
"Nov 13, 2014","518.23","511.21","521.01","510.02","4.96M","1.77%"
"Nov 12, 2014","509.22","511.08","514.77","508.12","5.39M","-0.47%"
"Nov 11, 2014","511.61","516.54","516.54","508.95","6.26M","-0.97%"
"Nov 10, 2014","516.60","517.79","518.54","513.44","5.59M","-0.03%"
"Nov 07, 2014","516.74","510.75","518.77","510.75","9.97M","1.01%"
"Nov 05, 2014","511.56","506.62","515.18","503.15","10.24M","0.95%"
"Nov 03, 2014","506.73","505.62","509.72","500.10","8.58M","0.86%"
"Oct 31, 2014","502.43","494.47","504.26","494.47","8.67M","2.65%"
"Oct 30, 2014","489.45","483.18","493.75","483.18","15.25M","1.68%"
"Oct 29, 2014","481.38","472.88","482.77","472.88","8.23M","2.46%"
"Oct 28, 2014","469.82","466.93","472.81","466.93","6.67M","-0.39%"
"Oct 27, 2014","471.65","477.48","477.48","469.07","4.77M","-0.05%"
"Oct 23, 2014","471.90","471.88","472.94","470.92","650.42K","0.24%"
"Oct 22, 2014","470.78","472.43","472.75","468.32","5.35M","0.61%"
"Oct 21, 2014","467.92","477.46","477.46","460.11","26.08M","-1.03%"
"Oct 20, 2014","472.81","477.85","479.03","471.53","7.70M","-1.02%"
"Oct 17, 2014","477.68","479.32","486.50","475.88","8.19M","-0.35%"
"Oct 16, 2014","479.37","483.69","488.43","478.01","10.02M","-1.35%"
"Oct 14, 2014","485.95","491.74","491.74","483.68","6.86M","-0.61%"
"Oct 13, 2014","488.95","482.35","494.22","482.35","17.73M","1.39%"
"Oct 10, 2014","482.27","453.91","484.67","443.08","45.89M","6.63%"
"Oct 09, 2014","452.27","458.87","460.61","449.68","12.43M","-0.09%"
"Oct 08, 2014","452.69","469.41","470.28","451.55","20.33M","-4.73%"
"Oct 07, 2014","475.16","467.47","482.80","467.47","20.06M","-0.41%"
"Oct 01, 2014","477.14","461.60","478.71","461.60","9.47M","2.66%"
"Sep 30, 2014","464.79","464.35","465.85","459.01","6.93M","-0.04%"
"Sep 29, 2014","464.96","459.00","466.43","456.53","5.00M","1.87%"
"Sep 26, 2014","456.41","457.01","461.38","453.97","8.86M","-0.29%"
"Sep 25, 2014","457.76","452.67","461.20","452.18","24.98M","1.27%"
"Sep 24, 2014","452.03","450.19","455.43","446.25","5.56M","1.05%"
"Sep 23, 2014","447.35","452.05","456.82","445.92","12.96M","-1.19%"
"Sep 22, 2014","452.75","456.39","456.73","450.44","8.61M","-1.39%"
"Sep 19, 2014","459.13","458.75","469.77","456.55","14.76M","0.14%"
"Sep 18, 2014","458.50","455.64","462.56","453.22","9.10M","-1.18%"
"Sep 17, 2014","463.96","456.38","464.84","455.29","7.93M","2.46%"
"Sep 16, 2014","452.83","452.18","457.69","449.40","5.03M","0.27%"
"Sep 15, 2014","451.59","454.53","454.90","449.86","4.96M","-0.78%"
"Sep 12, 2014","455.14","457.38","459.86","452.67","3.91M","-0.39%"
"Sep 11, 2014","456.91","455.65","458.83","450.27","5.01M","0.46%"
"Sep 10, 2014","454.82","459.86","459.86","453.91","5.08M","-1.84%"
"Sep 09, 2014","463.34","464.83","465.75","461.35","4.32M","-1.21%"
"Sep 08, 2014","469.00","462.93","470.10","462.93","6.52M","1.36%"
"Sep 05, 2014","462.69","462.84","470.65","459.54","6.47M","0.59%"
"Sep 04, 2014","459.96","461.97","461.97","458.61","6.24M","-0.68%"
"Sep 03, 2014","463.12","447.71","464.63","447.71","11.86M","3.33%"
"Sep 02, 2014","448.18","446.47","449.57","440.96","3.58M","0.39%"
"Sep 01, 2014","446.43","447.72","448.81","444.61","3.64M","0.02%"
"Aug 28, 2014","446.32","450.07","450.64","444.14","7.60M","-0.88%"
"Aug 27, 2014","450.26","450.19","452.67","446.61","5.57M","0.18%"
"Aug 26, 2014","449.47","449.20","451.43","446.47","5.84M","-0.10%"
"Aug 25, 2014","449.92","446.35","450.90","441.76","4.20M","0.75%"
"Aug 22, 2014","446.59","440.14","447.46","440.02","4.86M","1.47%"
"Aug 21, 2014","440.14","441.04","441.93","437.79","4.30M","-0.16%"
"Aug 20, 2014","440.83","441.88","444.30","439.90","3.94M","0.19%"
"Aug 19, 2014","440.00","441.63","445.11","437.79","6.42M","-0.34%"
"Aug 18, 2014","441.48","447.96","447.96","440.27","6.78M","-1.46%"
"Aug 14, 2014","448.03","447.46","449.91","444.81","6.76M","0.12%"
"Aug 13, 2014","447.51","441.52","449.57","440.36","8.94M","0.88%"
"Aug 12, 2014","443.59","446.35","446.35","439.15","5.92M","0.09%"
"Aug 11, 2014","443.18","437.04","444.45","435.31","5.63M","2.61%"
"Aug 08, 2014","431.92","434.07","436.55","430.97","3.81M","-0.70%"
