"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 26, 2019","787.00","792.30","795.00","782.20","4.94M","-0.94%"
"Jul 25, 2019","794.50","788.25","800.20","787.65","9.77M","1.04%"
"Jul 24, 2019","786.30","788.00","793.75","783.60","5.75M","-0.47%"
"Jul 23, 2019","790.05","787.00","804.00","785.55","10.78M","0.72%"
"Jul 22, 2019","784.40","785.95","792.00","782.05","7.11M","-0.13%"
"Jul 19, 2019","785.40","788.70","794.50","781.25","6.81M","-0.92%"
"Jul 18, 2019","792.70","789.05","798.50","786.20","6.53M","-0.18%"
"Jul 17, 2019","794.15","783.90","795.00","776.75","6.75M","1.18%"
"Jul 16, 2019","784.85","777.00","787.80","776.00","9.92M","0.71%"
"Jul 15, 2019","779.35","763.00","781.65","754.20","31.06M","7.24%"
"Jul 12, 2019","726.75","722.50","730.60","719.60","7.87M","0.73%"
"Jul 11, 2019","721.50","719.45","723.50","709.60","6.25M","0.59%"
"Jul 10, 2019","717.25","709.00","722.70","706.50","7.57M","0.24%"
"Jul 09, 2019","715.50","718.00","719.85","709.05","5.02M","-0.29%"
"Jul 08, 2019","717.60","716.45","724.95","712.30","7.18M","-0.06%"
"Jul 05, 2019","718.00","735.00","736.40","713.50","4.93M","-2.15%"
"Jul 04, 2019","733.80","729.00","736.40","728.60","3.27M","0.34%"
"Jul 03, 2019","731.30","741.00","743.20","730.00","5.96M","-1.18%"
"Jul 02, 2019","740.00","734.00","741.65","730.10","4.84M","1.19%"
"Jul 01, 2019","731.30","735.00","737.50","729.85","3.22M","-0.10%"
"Jun 28, 2019","732.00","735.50","739.50","728.50","5.92M","0.20%"
"Jun 27, 2019","730.55","742.00","744.70","728.15","11.12M","-1.17%"
"Jun 26, 2019","739.20","743.00","751.45","738.00","5.45M","-1.19%"
"Jun 25, 2019","748.10","744.00","750.90","737.30","3.68M","0.35%"
"Jun 24, 2019","745.50","751.90","751.90","742.65","4.76M","-0.63%"
"Jun 21, 2019","750.20","755.00","755.00","747.15","13.20M","-0.62%"
"Jun 20, 2019","754.90","737.80","756.90","735.90","7.15M","0.40%"
"Jun 19, 2019","751.90","752.50","755.40","748.60","4.60M","0.23%"
"Jun 18, 2019","750.15","740.20","752.45","740.20","6.20M","1.30%"
"Jun 17, 2019","740.55","743.00","744.50","737.80","3.09M","0.01%"
"Jun 14, 2019","740.45","743.85","745.50","738.25","5.56M","-0.30%"
"Jun 13, 2019","742.65","740.00","747.20","740.00","4.81M","-1.48%"
"Jun 12, 2019","753.80","756.95","756.95","745.00","8.74M","-0.15%"
"Jun 11, 2019","754.90","755.00","759.00","750.50","5.73M","0.19%"
"Jun 10, 2019","753.50","740.10","754.10","740.10","4.44M","1.95%"
"Jun 07, 2019","739.10","735.85","743.95","735.85","3.22M","0.48%"
"Jun 06, 2019","735.60","736.50","744.65","733.65","7.56M","0.04%"
"Jun 04, 2019","735.30","737.25","739.45","733.15","11.73M","-1.26%"
"Jun 03, 2019","744.65","729.80","750.90","729.00","7.74M","0.94%"
"May 31, 2019","737.75","736.50","742.95","733.20","8.29M","0.57%"
"May 30, 2019","733.55","727.00","737.25","722.55","15.09M","0.79%"
"May 29, 2019","727.80","725.50","733.65","723.65","10.29M","-0.04%"
"May 28, 2019","728.10","712.00","733.45","709.80","23.86M","2.82%"
"May 27, 2019","708.10","707.40","713.80","705.50","10.25M","-0.16%"
"May 24, 2019","709.20","703.80","711.75","700.45","7.02M","1.16%"
"May 23, 2019","701.05","715.00","716.70","697.45","7.23M","-1.23%"
"May 22, 2019","709.75","710.00","718.25","707.00","5.80M","0.06%"
"May 21, 2019","709.30","722.65","722.65","707.70","8.65M","-1.81%"
"May 20, 2019","722.40","719.70","726.40","706.00","11.21M","-0.21%"
"May 17, 2019","723.90","733.15","735.80","720.10","8.16M","-1.25%"
"May 16, 2019","733.10","720.00","737.00","719.10","6.47M","2.37%"
"May 15, 2019","716.10","714.90","725.20","712.60","6.67M","0.32%"
"May 14, 2019","713.85","716.50","717.75","703.60","10.51M","-0.81%"
"May 13, 2019","719.70","716.55","726.45","712.10","6.81M","0.40%"
"May 10, 2019","716.85","720.80","726.00","715.00","8.35M","-0.58%"
"May 09, 2019","721.05","719.15","730.30","715.80","7.40M","0.24%"
"May 08, 2019","719.35","721.00","726.00","716.50","6.25M","-0.72%"
"May 07, 2019","724.55","720.40","727.90","718.70","5.75M","0.86%"
"May 06, 2019","718.40","715.00","721.80","710.65","8.86M","-0.72%"
"May 03, 2019","723.60","722.90","731.00","718.20","6.35M","-0.99%"
"May 02, 2019","730.80","747.00","748.40","729.50","6.35M","-2.74%"
"Apr 30, 2019","751.35","738.00","753.80","738.00","9.92M","1.81%"
"Apr 26, 2019","738.00","731.00","739.80","729.00","6.90M","1.30%"
"Apr 25, 2019","728.55","736.45","737.65","727.05","8.01M","-1.07%"
"Apr 24, 2019","736.45","728.20","737.90","724.00","8.29M","1.13%"
"Apr 23, 2019","728.20","723.90","730.00","718.40","5.52M","0.99%"
"Apr 22, 2019","721.05","717.05","725.75","715.00","6.46M","0.56%"
"Apr 18, 2019","717.05","722.50","722.50","712.75","13.80M","-0.97%"
"Apr 16, 2019","724.10","727.90","727.90","714.10","12.52M","-0.47%"
"Apr 15, 2019","727.50","724.70","731.35","712.60","31.57M","-2.71%"
"Apr 12, 2019","747.75","743.10","751.55","740.60","7.04M","0.68%"
"Apr 11, 2019","742.70","751.75","751.75","740.05","8.20M","-1.33%"
"Apr 10, 2019","752.70","764.00","766.70","751.30","7.03M","-1.04%"
"Apr 09, 2019","760.60","770.00","773.00","758.20","6.73M","-0.87%"
"Apr 08, 2019","767.25","763.05","770.00","755.40","4.92M","1.05%"
"Apr 05, 2019","759.30","750.90","760.95","748.00","6.28M","1.52%"
"Apr 04, 2019","747.90","751.40","753.80","745.10","7.69M","-0.72%"
"Apr 03, 2019","753.30","756.00","758.50","746.80","6.90M","-0.80%"
"Apr 02, 2019","759.40","759.00","765.80","754.60","7.28M","0.57%"
"Apr 01, 2019","755.10","742.00","760.00","742.00","6.58M","1.51%"
"Mar 29, 2019","743.85","743.90","747.95","740.00","6.92M","0.82%"
"Mar 28, 2019","737.80","730.00","745.00","730.00","9.28M","1.11%"
"Mar 27, 2019","729.70","730.00","732.30","727.15","7.39M","0.27%"
"Mar 26, 2019","727.75","735.25","735.25","719.10","9.41M","-1.02%"
"Mar 25, 2019","735.25","742.40","742.40","730.55","7.64M","-1.06%"
"Mar 22, 2019","743.10","745.00","746.35","732.30","8.88M","0.56%"
"Mar 20, 2019","738.95","727.25","742.30","727.15","13.47M","2.31%"
"Mar 19, 2019","722.25","712.80","726.50","707.40","8.92M","1.70%"
"Mar 18, 2019","710.20","721.55","723.70","705.35","8.07M","-1.16%"
"Mar 15, 2019","718.55","712.00","723.75","709.60","14.64M","1.44%"
"Mar 14, 2019","708.35","714.00","714.90","706.20","6.42M","-0.01%"
"Mar 13, 2019","708.45","710.00","718.60","706.30","11.35M","0.21%"
"Mar 12, 2019","706.95","709.00","714.95","705.60","12.00M","-0.60%"
"Mar 11, 2019","711.25","713.30","718.50","709.40","9.93M","-0.15%"
"Mar 08, 2019","712.35","722.95","722.95","710.65","7.19M","-1.47%"
"Mar 07, 2019","722.95","734.00","734.50","720.55","5.95M","-1.30%"
"Mar 06, 2019","732.50","736.10","736.10","727.00","6.08M","0.00%"
"Mar 05, 2019","732.50","740.50","742.50","730.25","4.83M","-1.27%"
"Mar 01, 2019","741.90","735.50","743.40","735.50","4.00M","1.04%"
"Feb 28, 2019","734.30","738.70","742.40","732.30","8.56M","-0.13%"
"Feb 27, 2019","735.25","745.00","746.40","732.75","5.94M","-0.98%"
"Feb 26, 2019","742.50","748.60","752.60","740.15","8.32M","-1.64%"
"Feb 25, 2019","754.90","735.55","758.00","735.55","6.55M","2.71%"
"Feb 22, 2019","734.95","732.50","738.20","728.00","3.75M","0.20%"
"Feb 21, 2019","733.45","738.00","738.00","727.10","7.20M","-0.98%"
"Feb 20, 2019","740.70","727.00","743.00","726.05","5.21M","2.26%"
"Feb 19, 2019","724.30","739.10","740.55","721.30","9.40M","-2.26%"
"Feb 18, 2019","741.05","742.35","747.65","736.00","5.35M","-0.12%"
"Feb 15, 2019","741.95","742.30","746.50","732.60","5.59M","0.26%"
"Feb 14, 2019","740.05","751.00","753.00","737.25","4.61M","-1.97%"
"Feb 13, 2019","754.90","750.10","759.70","743.65","5.05M","0.59%"
"Feb 12, 2019","750.45","760.35","760.35","741.00","7.31M","-1.62%"
"Feb 11, 2019","762.80","766.90","768.75","759.00","5.50M","0.25%"
"Feb 08, 2019","760.90","760.00","772.25","754.90","5.92M","-0.41%"
"Feb 07, 2019","764.00","763.05","769.45","761.00","3.96M","0.09%"
"Feb 06, 2019","763.30","755.55","766.95","754.35","5.88M","1.12%"
"Feb 05, 2019","754.85","747.00","759.95","747.00","4.69M","-0.14%"
"Feb 04, 2019","755.90","757.00","762.50","749.20","3.95M","-0.15%"
"Feb 01, 2019","757.05","751.35","762.50","744.50","6.28M","1.00%"
"Jan 31, 2019","749.55","726.00","751.30","726.00","13.83M","3.26%"
"Jan 30, 2019","725.90","727.90","734.80","721.10","5.76M","-0.27%"
"Jan 29, 2019","727.90","725.50","732.85","716.50","6.76M","-0.01%"
"Jan 28, 2019","727.95","731.00","732.60","719.00","7.94M","-0.33%"
"Jan 25, 2019","730.35","728.00","737.90","724.25","5.54M","-0.23%"
"Jan 24, 2019","732.00","728.10","736.10","721.00","7.43M","0.60%"
"Jan 23, 2019","727.65","738.29","738.54","725.21","7.21M","-1.84%"
"Jan 22, 2019","741.28","737.20","744.91","729.99","6.72M","0.05%"
"Jan 21, 2019","740.93","734.16","746.89","729.99","8.13M","1.92%"
"Jan 18, 2019","726.95","726.01","732.18","722.33","5.90M","-0.33%"
"Jan 17, 2019","729.34","731.78","734.96","725.11","6.90M","-0.47%"
"Jan 16, 2019","732.77","725.91","733.77","724.52","9.66M","1.40%"
"Jan 15, 2019","722.63","703.33","726.01","703.33","19.67M","3.52%"
"Jan 14, 2019","698.06","703.13","706.32","692.15","19.31M","2.13%"
"Jan 11, 2019","683.50","680.20","685.50","672.50","12.28M","0.56%"
"Jan 10, 2019","679.70","681.60","682.00","672.55","9.57M","0.53%"
"Jan 09, 2019","676.10","686.20","689.80","664.00","18.13M","0.90%"
"Jan 08, 2019","670.05","674.95","677.45","668.55","8.62M","-0.25%"
"Jan 07, 2019","671.70","665.00","673.60","661.50","8.05M","1.61%"
"Jan 04, 2019","661.05","671.75","673.90","651.00","7.89M","-1.21%"
"Jan 03, 2019","669.15","672.00","677.00","663.10","6.83M","0.01%"
"Jan 02, 2019","669.05","666.00","674.00","662.05","7.42M","0.60%"
"Jan 01, 2019","665.05","660.95","666.30","654.15","2.94M","0.93%"
"Dec 31, 2018","658.95","660.00","662.00","655.80","3.37M","0.30%"
"Dec 28, 2018","656.95","663.35","663.50","653.30","4.74M","0.02%"
"Dec 27, 2018","656.80","652.75","663.25","649.00","15.33M","1.98%"
"Dec 26, 2018","644.05","647.00","647.00","637.35","6.18M","-0.76%"
"Dec 24, 2018","649.00","657.00","658.80","647.60","8.38M","0.43%"
"Dec 21, 2018","646.20","659.50","659.50","643.45","12.80M","-3.13%"
"Dec 20, 2018","667.05","660.00","671.55","656.40","11.71M","0.33%"
"Dec 19, 2018","664.85","671.55","671.55","661.10","8.30M","-1.74%"
"Dec 18, 2018","676.60","686.50","686.50","674.55","8.02M","-2.56%"
"Dec 17, 2018","694.40","711.85","711.85","692.75","4.78M","-1.65%"
"Dec 14, 2018","706.05","697.45","713.70","694.40","9.56M","1.19%"
"Dec 13, 2018","697.75","682.00","700.00","680.00","7.52M","2.84%"
"Dec 12, 2018","678.50","677.10","680.65","670.60","6.93M","0.59%"
"Dec 11, 2018","674.50","669.20","681.90","660.60","7.12M","0.79%"
"Dec 10, 2018","669.20","669.90","683.80","665.20","5.12M","-1.99%"
"Dec 07, 2018","682.80","672.00","685.75","665.60","5.55M","2.14%"
"Dec 06, 2018","668.50","676.10","685.45","664.55","8.04M","-1.89%"
"Dec 05, 2018","681.40","683.00","683.65","672.50","5.18M","-0.56%"
"Dec 04, 2018","685.25","672.55","688.25","671.30","7.83M","2.22%"
"Dec 03, 2018","670.35","673.15","679.00","665.95","8.26M","0.43%"
"Nov 30, 2018","667.45","661.00","672.00","660.95","10.45M","0.97%"
"Nov 29, 2018","661.05","671.00","674.90","658.80","13.40M","-0.80%"
"Nov 28, 2018","666.40","640.95","668.70","640.00","17.72M","4.30%"
"Nov 27, 2018","638.90","625.50","641.00","625.30","12.29M","2.81%"
"Nov 26, 2018","621.45","621.00","628.00","599.85","15.08M","0.11%"
"Nov 22, 2018","620.75","622.25","628.15","616.75","6.63M","0.27%"
"Nov 21, 2018","619.10","640.00","640.05","612.10","14.36M","-3.48%"
"Nov 20, 2018","641.40","651.70","656.00","640.10","5.38M","-1.58%"
"Nov 19, 2018","651.70","659.00","662.00","649.25","6.02M","0.13%"
"Nov 16, 2018","650.85","659.90","662.50","644.20","8.58M","-0.85%"
"Nov 15, 2018","656.40","654.00","666.00","646.70","5.51M","0.49%"
"Nov 14, 2018","653.20","665.70","665.70","640.50","7.32M","-1.88%"
"Nov 13, 2018","665.70","663.50","667.75","656.30","4.14M","0.23%"
"Nov 12, 2018","664.20","666.00","676.40","662.30","7.12M","0.71%"
"Nov 09, 2018","659.50","679.00","679.00","655.50","9.69M","-2.37%"
"Nov 07, 2018","675.50","673.00","677.50","672.00","758.96K","1.36%"
"Nov 06, 2018","666.45","667.90","675.00","660.65","6.98M","0.07%"
"Nov 05, 2018","666.00","663.50","668.60","657.00","5.80M","0.57%"
"Nov 02, 2018","662.25","665.95","675.80","660.10","6.65M","-0.67%"
"Nov 01, 2018","666.70","689.70","689.70","659.60","5.86M","-2.87%"
"Oct 31, 2018","686.40","663.90","692.95","663.05","11.95M","4.06%"
"Oct 30, 2018","659.60","641.10","663.80","637.45","8.79M","2.30%"
"Oct 29, 2018","644.75","633.70","650.55","631.50","7.14M","1.76%"
"Oct 26, 2018","633.60","645.30","648.70","629.90","5.46M","-2.34%"
"Oct 25, 2018","648.75","643.00","656.35","636.25","8.27M","-0.16%"
"Oct 24, 2018","649.80","663.00","666.50","647.15","7.06M","-1.19%"
"Oct 23, 2018","657.60","675.95","682.00","653.30","9.04M","-3.29%"
"Oct 22, 2018","679.95","688.70","695.05","673.80","6.67M","-0.53%"
"Oct 19, 2018","683.55","687.00","687.70","678.00","10.42M","-3.09%"
"Oct 17, 2018","705.35","710.00","721.80","701.35","20.36M","1.45%"
"Oct 16, 2018","695.25","710.00","713.90","689.40","11.59M","-0.51%"
"Oct 15, 2018","698.80","688.60","705.00","681.50","6.22M","2.95%"
"Oct 12, 2018","678.80","676.40","684.05","661.50","8.91M","0.81%"
"Oct 11, 2018","673.35","685.00","692.90","663.30","10.99M","-3.87%"
"Oct 10, 2018","700.45","719.90","719.90","695.40","8.87M","-2.41%"
"Oct 09, 2018","717.75","717.10","722.40","702.65","6.78M","0.46%"
"Oct 08, 2018","714.45","725.05","728.70","709.25","7.26M","-1.40%"
"Oct 05, 2018","724.60","713.00","731.50","709.30","8.54M","2.46%"
"Oct 04, 2018","707.20","728.50","729.75","702.50","6.17M","-2.92%"
"Oct 03, 2018","728.50","743.80","751.95","726.30","7.79M","-2.43%"
"Oct 01, 2018","746.65","737.50","754.90","733.00","8.25M","2.27%"
"Sep 28, 2018","730.05","721.00","734.55","715.20","7.49M","0.72%"
"Sep 27, 2018","724.80","722.00","730.80","717.45","14.59M","0.97%"
"Sep 26, 2018","717.85","731.20","731.85","712.00","6.60M","-1.15%"
"Sep 25, 2018","726.20","718.25","736.00","717.00","9.60M","1.11%"
"Sep 24, 2018","718.25","706.50","729.95","706.50","8.64M","1.84%"
"Sep 21, 2018","705.30","713.85","717.40","692.00","14.35M","-2.01%"
"Sep 19, 2018","719.75","727.00","727.00","713.20","4.85M","0.09%"
"Sep 18, 2018","719.10","730.00","730.00","717.00","7.73M","-0.94%"
"Sep 17, 2018","725.95","735.00","740.00","724.60","5.43M","-1.06%"
"Sep 14, 2018","733.70","741.90","745.00","729.05","7.90M","-1.24%"
"Sep 12, 2018","742.90","744.40","746.50","736.25","4.64M","1.17%"
"Sep 11, 2018","734.30","735.90","744.75","732.00","6.96M","0.47%"
"Sep 10, 2018","730.85","737.75","747.00","729.40","5.63M","-0.27%"
"Sep 07, 2018","732.80","734.35","735.15","723.80","6.51M","0.78%"
"Sep 06, 2018","727.15","732.55","735.50","724.10","5.60M","-0.38%"
"Sep 05, 2018","729.90","741.95","744.05","725.40","8.66M","-0.98%"
"Sep 04, 2018","737.15","722.00","748.50","716.00","15.37M","2.79%"
"Sep 03, 2018","717.12","724.50","733.95","715.00","10.98M","-0.48%"
"Aug 31, 2018","720.55","712.55","727.15","710.55","10.88M","1.76%"
"Aug 30, 2018","708.10","706.40","710.77","698.08","11.51M","0.43%"
"Aug 29, 2018","705.05","716.80","716.80","702.58","5.65M","-1.02%"
"Aug 28, 2018","712.35","708.60","719.20","705.75","6.50M","0.66%"
"Aug 27, 2018","707.70","691.50","709.98","690.70","7.01M","2.69%"
"Aug 24, 2018","689.15","698.25","700.95","688.05","7.05M","-1.37%"
"Aug 23, 2018","698.70","696.50","700.75","692.67","7.72M","0.97%"
"Aug 21, 2018","691.98","695.00","698.00","686.88","8.36M","-0.02%"
"Aug 20, 2018","692.12","694.00","703.98","686.75","16.10M","-3.22%"
"Aug 17, 2018","715.17","715.45","718.83","711.50","6.39M","0.06%"
"Aug 16, 2018","714.77","707.48","717.45","705.62","6.63M","1.51%"
"Aug 14, 2018","704.15","706.98","712.27","702.00","6.15M","-0.03%"
"Aug 13, 2018","704.38","695.00","704.92","689.35","9.98M","1.68%"
"Aug 10, 2018","692.73","692.90","694.50","686.52","4.78M","0.40%"
"Aug 09, 2018","689.98","686.83","694.73","686.83","6.41M","1.26%"
"Aug 08, 2018","681.38","685.90","686.25","676.65","3.99M","-0.38%"
"Aug 07, 2018","683.98","687.00","689.98","680.33","7.35M","0.54%"
"Aug 06, 2018","680.33","683.02","687.50","673.75","6.18M","-0.25%"
"Aug 03, 2018","682.05","683.10","683.10","678.00","3.97M","0.77%"
"Aug 02, 2018","676.83","679.80","683.38","675.08","5.94M","-0.03%"
"Aug 01, 2018","677.02","681.90","684.23","675.50","4.68M","-0.81%"
"Jul 31, 2018","682.55","674.27","685.00","667.77","7.94M","1.04%"
"Jul 30, 2018","675.50","685.00","686.50","674.00","6.41M","-1.64%"
"Jul 27, 2018","686.73","686.60","694.50","684.15","6.49M","0.02%"
"Jul 26, 2018","686.62","689.27","695.20","684.60","7.36M","-0.76%"
"Jul 25, 2018","691.88","689.50","696.90","682.73","6.94M","0.48%"
"Jul 24, 2018","688.58","687.20","691.20","678.00","6.17M","1.56%"
"Jul 23, 2018","677.98","676.08","684.00","668.12","7.68M","0.58%"
"Jul 20, 2018","674.05","663.00","683.58","660.65","11.71M","2.38%"
"Jul 19, 2018","658.35","661.50","665.95","654.55","5.12M","-0.44%"
"Jul 18, 2018","661.27","669.90","671.70","657.00","6.92M","-0.40%"
"Jul 17, 2018","663.95","664.85","674.75","656.35","11.16M","-0.37%"
"Jul 16, 2018","666.42","658.70","692.20","643.85","35.34M","1.17%"
"Jul 13, 2018","658.70","657.50","665.80","649.17","19.50M","1.78%"
"Jul 12, 2018","647.17","663.05","663.55","642.23","13.27M","-1.98%"
"Jul 11, 2018","660.23","658.77","671.05","645.67","11.90M","1.46%"
"Jul 10, 2018","650.70","654.25","657.73","647.15","5.97M","0.20%"
"Jul 09, 2018","649.42","648.50","651.50","639.52","6.64M","1.14%"
"Jul 06, 2018","642.12","645.12","650.92","634.50","11.22M","0.02%"
"Jul 05, 2018","642.00","673.55","673.62","634.05","17.02M","-4.55%"
"Jul 04, 2018","672.60","676.02","676.33","669.42","5.03M","-0.63%"
"Jul 03, 2018","676.88","665.95","678.95","665.88","8.13M","1.43%"
"Jul 02, 2018","667.35","657.00","670.00","657.00","4.83M","2.10%"
"Jun 29, 2018","653.60","649.02","657.50","641.62","9.97M","1.36%"
"Jun 28, 2018","644.80","638.15","649.00","638.12","11.00M","1.54%"
"Jun 27, 2018","635.00","641.98","646.73","632.80","6.95M","-0.61%"
"Jun 26, 2018","638.92","634.50","641.95","633.12","4.48M","0.42%"
"Jun 25, 2018","636.23","628.58","639.40","627.00","7.73M","1.97%"
"Jun 22, 2018","623.92","621.50","627.75","620.60","4.34M","0.10%"
"Jun 21, 2018","623.27","622.98","628.25","618.00","5.80M","0.27%"
"Jun 20, 2018","621.58","624.25","626.17","619.00","5.37M","0.13%"
"Jun 19, 2018","620.80","631.50","631.70","619.02","7.55M","-2.04%"
"Jun 18, 2018","633.70","642.00","645.62","631.17","8.21M","-1.08%"
"Jun 15, 2018","640.62","618.50","645.75","617.50","19.96M","3.35%"
"Jun 14, 2018","619.85","626.50","626.50","617.05","7.60M","-1.98%"
"Jun 13, 2018","632.40","628.43","636.96","628.43","5.77M","1.30%"
"Jun 12, 2018","624.31","627.91","630.64","620.32","7.84M","-0.31%"
"Jun 11, 2018","626.25","627.81","630.02","622.60","5.17M","0.19%"
"Jun 08, 2018","625.08","619.11","626.05","618.14","6.46M","0.61%"
"Jun 07, 2018","621.31","614.14","624.07","614.14","6.68M","1.21%"
"Jun 06, 2018","613.87","607.79","615.91","605.24","4.04M","1.36%"
"Jun 05, 2018","605.64","616.13","616.13","603.73","4.71M","-1.50%"
"Jun 04, 2018","614.84","605.76","616.62","601.25","4.27M","1.52%"
"Jun 01, 2018","605.61","610.37","618.24","603.83","5.00M","-0.89%"
"May 31, 2018","611.07","601.10","616.13","600.38","19.72M","1.66%"
"May 30, 2018","601.10","603.73","609.56","598.07","6.32M","-0.41%"
"May 29, 2018","603.58","602.26","608.46","598.37","3.39M","0.19%"
"May 28, 2018","602.44","610.67","611.47","598.27","5.74M","-1.13%"
"May 25, 2018","609.33","610.23","619.43","605.61","8.90M","0.60%"
"May 24, 2018","605.71","594.30","608.96","594.30","9.74M","3.05%"
"May 23, 2018","587.80","592.81","599.09","586.12","9.54M","-0.75%"
"May 22, 2018","592.24","582.89","594.30","582.35","5.64M","1.22%"
"May 21, 2018","585.12","585.15","589.54","580.41","8.48M","-0.31%"
"May 18, 2018","586.96","586.86","588.62","581.90","7.14M","0.03%"
"May 17, 2018","586.81","593.31","594.03","582.17","9.52M","-0.59%"
"May 16, 2018","590.31","588.97","594.30","587.60","6.21M","-0.38%"
"May 15, 2018","592.59","589.39","599.26","589.39","5.61M","0.44%"
"May 14, 2018","589.99","587.53","591.08","580.41","4.43M","0.73%"
"May 11, 2018","585.74","581.55","586.96","578.45","3.31M","1.09%"
"May 10, 2018","579.42","583.39","586.86","576.86","3.18M","-0.23%"
"May 09, 2018","580.76","579.17","583.83","576.94","3.78M","0.44%"
"May 08, 2018","578.20","584.33","584.33","575.97","5.72M","-1.48%"
"May 07, 2018","586.86","585.99","590.33","583.14","4.64M","0.84%"
"May 04, 2018","581.95","587.85","588.35","572.97","6.02M","-0.80%"
"May 03, 2018","586.64","593.93","597.63","583.44","5.33M","-1.21%"
"May 02, 2018","593.83","594.75","596.09","585.87","10.30M","-0.21%"
"Apr 30, 2018","595.05","586.22","599.24","585.69","5.51M","1.21%"
"Apr 27, 2018","587.95","585.37","591.13","582.49","7.66M","0.74%"
"Apr 26, 2018","583.61","582.40","586.19","575.45","11.30M","1.39%"
"Apr 25, 2018","575.62","571.48","580.91","568.11","11.59M","0.51%"
"Apr 24, 2018","572.72","587.85","593.51","570.54","8.53M","-2.80%"
"Apr 23, 2018","589.19","579.42","602.44","573.09","21.83M","0.79%"
"Apr 20, 2018","584.60","565.03","592.17","564.02","24.27M","4.03%"
"Apr 19, 2018","561.98","557.59","565.43","557.15","8.53M","0.61%"
"Apr 18, 2018","558.56","557.02","562.92","552.56","10.43M","0.07%"
"Apr 17, 2018","558.19","559.08","559.28","553.13","10.40M","-0.71%"
"Apr 16, 2018","562.16","546.68","565.53","546.68","24.75M","-3.26%"
"Apr 13, 2018","581.13","582.40","588.30","570.61","21.23M","0.76%"
"Apr 12, 2018","576.74","560.30","581.78","558.09","17.04M","3.41%"
"Apr 11, 2018","557.72","554.62","561.31","553.87","9.03M","0.98%"
"Apr 10, 2018","552.33","551.64","557.84","548.36","8.93M","0.19%"
"Apr 09, 2018","551.27","558.09","558.48","548.94","7.20M","-1.40%"
"Apr 06, 2018","559.08","567.02","568.51","556.65","5.94M","-1.79%"
"Apr 05, 2018","569.27","565.31","571.13","560.12","7.76M","2.08%"
"Apr 04, 2018","557.69","567.51","567.79","555.61","4.81M","-1.42%"
"Apr 03, 2018","565.75","562.90","567.29","559.63","4.08M","0.29%"
"Apr 02, 2018","564.12","566.02","570.27","556.25","8.07M","0.47%"
"Mar 28, 2018","561.46","570.86","570.86","558.71","12.56M","-1.92%"
"Mar 27, 2018","572.47","575.45","576.10","570.54","3.80M","-0.11%"
"Mar 26, 2018","573.09","578.87","578.87","567.51","8.93M","-1.06%"
"Mar 23, 2018","579.22","569.00","582.30","566.69","12.01M","0.54%"
"Mar 22, 2018","576.10","577.68","584.11","573.12","6.81M","-0.53%"
"Mar 21, 2018","579.17","580.41","583.14","576.54","7.69M","0.25%"
"Mar 20, 2018","577.71","569.80","580.41","569.80","8.55M","1.55%"
"Mar 19, 2018","568.88","577.43","585.62","566.84","7.53M","-2.15%"
"Mar 16, 2018","581.35","586.36","586.56","580.04","17.95M","-0.90%"
"Mar 15, 2018","586.61","585.37","589.54","581.40","6.10M","0.14%"
"Mar 14, 2018","585.77","585.37","590.63","579.96","4.43M","-0.25%"
"Mar 13, 2018","587.26","585.47","593.81","582.97","8.58M","-0.16%"
"Mar 12, 2018","588.22","583.39","591.25","581.28","7.68M","1.92%"
"Mar 09, 2018","577.14","576.62","578.43","573.24","4.22M","0.58%"
"Mar 08, 2018","573.79","569.99","578.33","569.99","6.09M","1.10%"
"Mar 07, 2018","567.56","572.97","575.45","564.56","6.37M","-0.63%"
"Mar 06, 2018","571.16","576.72","578.13","567.31","6.69M","-0.39%"
"Mar 05, 2018","573.42","575.82","580.81","567.14","8.10M","-0.42%"
"Mar 01, 2018","575.82","580.21","580.21","573.49","6.58M","-1.01%"
"Feb 28, 2018","581.70","569.30","590.08","566.79","17.27M","1.95%"
"Feb 27, 2018","570.59","567.98","572.30","558.41","6.62M","1.02%"
"Feb 26, 2018","564.83","570.99","572.99","562.73","5.08M","-1.48%"
"Feb 23, 2018","573.29","577.19","578.43","568.88","9.46M","-0.44%"
"Feb 22, 2018","575.82","568.28","577.43","565.75","17.86M","1.16%"
"Feb 21, 2018","569.20","569.25","571.43","565.53","13.77M","0.92%"
"Feb 20, 2018","564.02","547.55","570.24","547.55","7.19M","0.46%"
"Feb 19, 2018","561.44","559.77","563.54","555.76","6.46M","0.33%"
"Feb 16, 2018","559.60","558.09","566.35","554.66","9.89M","1.22%"
"Feb 15, 2018","552.85","547.17","560.42","547.17","7.99M","1.52%"
"Feb 14, 2018","544.57","548.66","554.27","540.82","8.35M","-0.46%"
"Feb 12, 2018","547.07","553.03","555.91","544.59","6.29M","-0.57%"
"Feb 09, 2018","550.22","554.62","555.76","548.66","4.38M","-2.21%"
"Feb 08, 2018","562.68","557.00","568.70","553.90","8.81M","2.27%"
"Feb 07, 2018","550.18","553.62","557.99","547.45","8.34M","0.12%"
"Feb 06, 2018","549.53","545.66","559.75","543.28","10.55M","-2.68%"
"Feb 05, 2018","564.64","565.53","572.90","563.47","9.86M","-0.44%"
"Feb 02, 2018","567.14","563.17","576.89","560.62","10.24M","-0.12%"
